workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,utterance_type,error
10,condition1,exercisebike_big.jpg,semantic_contrast,Click on the hand mirror,.loc4,.loc2,.loc3,.loc1,good,"['loc4', 'loc1', 'loc1']","[529, 1517, 1969]",mango_small.jpg,goldfish.jpg,mirror_standing.jpg,mirror_hand.jpg,142,filler22,filler,190,modified,
10,condition1,clock_cuckoo.jpg,semantic_control,Click on the sheep,.loc2,.loc1,.loc3,.loc4,good,"['loc1', 'loc4']","[692, 1634]",clock_grandfather.jpg,sheep_big.jpg,payphone_big.jpg,sheep_small.jpg,288,filler168,filler,191,unmodified,
10,condition1,anchor_big.jpg,contrast,Click on the small harp,.loc4,.loc3,.loc2,.loc1,good,"['loc4', 'loc1', 'loc1']","[465, 1246, 1633]",fountain_small.jpg,webcam_big.jpg,harp_big.jpg,harp_small.jpg,54,train14,train,192,modified,
10,condition1,fishingpole_big.jpg,contrast_control,Click on the laptop,.loc3,.loc2,.loc4,.loc1,good,"['loc1', 'loc1']","[561, 1566]",fishingpole_small.jpg,laptop_small.jpg,hay_small.jpg,laptop_big.jpg,215,filler95,filler,193,unmodified,
10,condition1,iceskates_figure.jpg,semantic_control,Click on the nutcracker,.loc1,.loc3,.loc4,.loc2,good,"['loc1', 'loc2']","[512, 1354]",iceskates_hockey.jpg,nutcracker_big.jpg,wrench_big.jpg,nutcracker_small.jpg,298,filler178,filler,194,unmodified,
10,condition1,gummybears_big.jpg,semantic_contrast,Click on the glazed donut,.loc2,.loc3,.loc4,.loc1,good,"['loc2', 'loc1', 'loc1']","[606, 1485, 1899]",organ_small.jpg,lighter.jpg,donut_powdered.jpg,donut_glazed.jpg,148,filler28,filler,195,modified,
10,condition1,cinnamonroll_big.jpg,no_contrast,Click on the hotdog,.loc3,.loc2,.loc1,.loc4,good,"['loc1', 'loc4']","[692, 1789]",frog_small.jpg,hotdog_big.jpg,violin_big.jpg,hotdog_small.jpg,93,train53,train,196,unmodified,
10,condition1,molecule_big.jpg,contrast_control,Click on the deer,.loc4,.loc2,.loc3,.loc1,good,"['loc4', 'loc1']","[583, 1463]",molecule_small.jpg,deer_small.jpg,cushion_small.jpg,deer_big.jpg,231,filler111,filler,197,unmodified,
10,condition1,globe_big.jpg,contrast_control,Click on the pie,.loc1,.loc2,.loc4,.loc3,good,"['loc1', 'loc3']","[451, 1750]",globe_small.jpg,pie_big.jpg,bandage_big.jpg,pie_small.jpg,216,filler96,filler,198,unmodified,
10,condition1,redrose_big.jpg,contrast_control,Click on the pillow,.loc3,.loc1,.loc2,.loc4,good,"['loc3', 'loc4']","[530, 1410]",redrose_small.jpg,pillow_big.jpg,oars_big.jpg,pillow_small.jpg,204,filler84,filler,199,unmodified,
10,condition1,soap_big.jpg,contrast,Click on the big pear,.loc2,.loc1,.loc4,.loc3,good,"['loc4', 'loc3', 'loc3']","[599, 1485, 1892]",cannoli_small.jpg,pear_small.jpg,pear_small.jpg,pear_big.jpg,9,test9,test,200,modified,
10,condition1,sandwich_big.jpg,contrast_control,Click on the barrel,.loc2,.loc1,.loc3,.loc4,good,"['loc3', 'loc4']","[606, 1843]",sandwich_small.jpg,barrel_small.jpg,xylophone_small.jpg,barrel_big.jpg,207,filler87,filler,201,unmodified,
10,condition1,ladybug_big.jpg,no_contrast,Click on the big orange,.loc1,.loc3,.loc4,.loc2,good,"['loc4', 'loc2', 'loc2']","[546, 1533, 1977]",cone_small.jpg,icecream_small.jpg,icecream_small.jpg,orange_big.jpg,28,test28,test,202,modified,
10,condition1,playpen_big.jpg,semantic_contrast,Click on the narrow tire,.loc2,.loc1,.loc3,.loc4,good,"['loc2', 'loc4', 'loc4']","[553, 1735, 2117]",toytrain_small.jpg,wetsuit.jpg,tire_wide.jpg,tire_narrow.jpg,180,filler60,filler,203,modified,
10,condition1,coral_big.jpg,no_contrast,Click on the elephant,.loc3,.loc1,.loc2,.loc4,good,"['loc2', 'loc4']","[576, 1222]",garlic_small.jpg,elephant_small.jpg,butterfly_small.jpg,elephant_big.jpg,88,train48,train,204,unmodified,
10,condition1,ghost_big.jpg,no_contrast,Click on the whistle,.loc3,.loc4,.loc1,.loc2,good,"['loc2', 'loc2']","[721, 1510]",sheep_small.jpg,whistle_small.jpg,banjo_small.jpg,whistle_big.jpg,108,train68,train,205,unmodified,
10,condition1,cassette_black.jpg,semantic_control,Click on the garlic,.loc4,.loc2,.loc1,.loc3,good,"['loc2', 'loc3']","[520, 1369]",cassette_white.jpg,garlic_big.jpg,tank_big.jpg,garlic_small.jpg,268,filler148,filler,206,unmodified,
10,condition1,desk_big.jpg,no_contrast,Click on the big grapes,.loc3,.loc1,.loc2,.loc4,good,"['loc1', 'loc3', 'loc4']","[786, 1751, 2872]",shears_small.jpg,monkey_small.jpg,monkey_small.jpg,grapes_big.jpg,39,test39,test,207,modified,
10,condition1,panflute_big.jpg,no_contrast,Click on the big brush,.loc4,.loc3,.loc1,.loc2,good,"['loc4', 'loc4', 'loc2']","[583, 2000, 3230]",dolphin_small.jpg,lobster_small.jpg,lobster_small.jpg,brush_big.jpg,22,test22,test,208,modified,
10,condition1,helicopter_big.jpg,semantic_contrast,Click on the open backpack,.loc3,.loc2,.loc1,.loc4,good,"['loc2', 'loc4', 'loc4']","[490, 1455, 2008]",meat_small.jpg,grater.jpg,backpack_closed.jpg,backpack_open.jpg,144,filler24,filler,209,modified,
10,condition1,plastichouse_big.jpg,contrast,Click on the small checkerboard,.loc4,.loc1,.loc2,.loc3,good,"['loc2', 'loc3', 'loc3']","[575, 2863, 3394]",stoplight_small.jpg,binoculars_big.jpg,checkerboard_big.jpg,checkerboard_small.jpg,44,train4,train,210,modified,
10,condition1,pumpkin_real.jpg,semantic_control,Click on the sunflower,.loc1,.loc2,.loc4,.loc3,good,"['loc3', 'loc3']","[530, 3051]",pumpkin_cookie.jpg,sunflower_big.jpg,tweezers_big.jpg,sunflower_small.jpg,284,filler164,filler,211,unmodified,
10,condition1,pretzel_knot.jpg,semantic_control,Click on the waffle,.loc3,.loc1,.loc2,.loc4,good,"['loc1', 'loc4']","[762, 2287]",pretzel_sticks.jpg,waffle_big.jpg,exerciseball_big.jpg,waffle_small.jpg,282,filler162,filler,212,unmodified,
10,condition1,sword_fantasy.jpg,semantic_control,Click on the pinecone,.loc4,.loc2,.loc1,.loc3,good,"['loc2', 'loc3']","[661, 2357]",sword_thin.jpg,pinecone_small.jpg,measuringcups_small.jpg,pinecone_big.jpg,261,filler141,filler,213,unmodified,
10,condition1,pill_hard.jpg,semantic_control,Click on the radish,.loc4,.loc1,.loc2,.loc3,good,"['loc1', 'loc3']","[769, 2880]",pill_capsule.jpg,radish_big.jpg,bikewithbasket_big.jpg,radish_small.jpg,256,filler136,filler,214,unmodified,
10,condition1,origami_big.jpg,no_contrast,Click on the cactus,.loc4,.loc1,.loc3,.loc2,good,"['loc1', 'loc2']","[817, 1719]",brooch_small.jpg,cactus_big.jpg,lifevest_big.jpg,cactus_small.jpg,83,train43,train,215,unmodified,
10,condition1,duck_camo.jpg,semantic_control,Click on the potato,.loc1,.loc2,.loc4,.loc3,good,"['loc2', 'loc3']","[670, 1519]",duck_zebra.jpg,potato_big.jpg,dustpan_big.jpg,potato_small.jpg,262,filler142,filler,216,unmodified,
10,condition1,veggieplatter_big.jpg,contrast,Click on the small cat,.loc1,.loc4,.loc2,.loc3,good,"['loc3', 'loc3', 'loc3']","[591, 1385, 1752]",recliner_small.jpg,cat_big.jpg,cat_big.jpg,cat_small.jpg,12,test12,test,217,modified,
10,condition1,footstool_big.jpg,no_contrast,Click on the tacos,.loc2,.loc1,.loc4,.loc3,good,"['loc3', 'loc3']","[638, 1485]",sunflower_small.jpg,tacos_small.jpg,nut_small.jpg,tacos_big.jpg,104,train64,train,218,unmodified,
10,condition1,quilt_blue.jpg,semantic_control,Click on the slide,.loc2,.loc4,.loc3,.loc1,good,"['loc3', 'loc1']","[600, 1502]",quilt_brown.jpg,slide_small.jpg,leopard_small.jpg,slide_big.jpg,257,filler137,filler,219,unmodified,
10,condition1,ring_big.jpg,no_contrast,Click on the lipstick,.loc3,.loc1,.loc4,.loc2,good,"['loc1', 'loc2']","[477, 1364]",burrito_small.jpg,lipstick_small.jpg,wheel_small.jpg,lipstick_big.jpg,96,train56,train,220,unmodified,
10,condition1,scarf_big.jpg,contrast,Click on the small eagle,.loc4,.loc1,.loc2,.loc3,good,"['loc2', 'loc3', 'loc3']","[691, 2234, 2909]",horse_small.jpg,scotchtape_big.jpg,eagle_big.jpg,eagle_small.jpg,70,train30,train,221,modified,
10,condition1,funnel_big.jpg,contrast,Click on the small icecream,.loc2,.loc4,.loc1,.loc3,good,"['loc1', 'loc3', 'loc3']","[1152, 2726, 3138]",pizza_small.jpg,icecream_big.jpg,icecream_big.jpg,icecream_small.jpg,8,test8,test,222,modified,
10,condition1,keyboard_big.jpg,contrast,Click on the big suit,.loc4,.loc1,.loc2,.loc3,good,"['loc3', 'loc3', 'loc3']","[684, 1432, 1798]",redrose_small.jpg,qtip_small.jpg,suit_small.jpg,suit_big.jpg,73,train33,train,223,modified,
10,condition1,scroll_writing.jpg,semantic_control,Click on the hawk,.loc4,.loc1,.loc3,.loc2,good,"['loc3', 'loc2']","[631, 1518]",scroll_blank.jpg,hawk_small.jpg,redkettle_small.jpg,hawk_big.jpg,251,filler131,filler,224,unmodified,
10,condition1,turnip_big.jpg,semantic_contrast,Click on the fivecent coins,.loc3,.loc2,.loc4,.loc1,good,"['loc2', 'loc2', 'loc1']","[724, 1946, 2919]",pomegranate_small.jpg,rake.jpg,coins_tencent.jpg,coins_fivecent.jpg,160,filler40,filler,225,modified,
10,condition1,sponge_big.jpg,contrast,Click on the small monkey,.loc3,.loc4,.loc2,.loc1,good,"['loc1', 'loc1', 'loc1']","[771, 1821, 2297]",sportsbag_small.jpg,monkey_big.jpg,monkey_big.jpg,monkey_small.jpg,19,test19,test,226,modified,
10,condition1,womansshoe_pair.jpg,semantic_control,Click on the table,.loc1,.loc3,.loc4,.loc2,good,"['loc1', 'loc2']","[708, 1618]",womansshoe_single.jpg,table_small.jpg,jumprope_small.jpg,table_big.jpg,283,filler163,filler,227,unmodified,
10,condition1,hairclip_big.jpg,contrast_control,Click on the frenchfries,.loc2,.loc1,.loc3,.loc4,good,"['loc2', 'loc4']","[740, 1767]",hairclip_small.jpg,frenchfries_small.jpg,blender_small.jpg,frenchfries_big.jpg,235,filler115,filler,228,unmodified,
10,condition1,kiwi_big.jpg,contrast,Click on the big target,.loc1,.loc4,.loc2,.loc3,good,"['loc4', 'loc3', 'loc3']","[614, 1469, 1937]",toyhammer_small.jpg,clarinet_small.jpg,target_small.jpg,target_big.jpg,59,train19,train,229,modified,
10,condition1,scarf_big.jpg,contrast_control,Click on the cane,.loc1,.loc3,.loc4,.loc2,good,"['loc1', 'loc2']","[817, 1776]",scarf_small.jpg,cane_small.jpg,stampset_small.jpg,cane_big.jpg,205,filler85,filler,230,unmodified,
10,condition1,protractor_big.jpg,semantic_contrast,Click on the shorthair puppet,.loc3,.loc1,.loc2,.loc4,good,"['loc2', 'loc4', 'loc4']","[568, 2240, 2646]",shades_small.jpg,sled.jpg,puppet_longhair.jpg,puppet_shorthair.jpg,169,filler49,filler,231,modified,
10,condition1,convertible_closed.jpg,semantic_control,Click on the champagne,.loc4,.loc3,.loc2,.loc1,good,"['loc2', 'loc1']","[724, 1962]",convertible_open.jpg,champagne_small.jpg,jar_small.jpg,champagne_big.jpg,247,filler127,filler,232,unmodified,
10,condition1,orangephone_big.jpg,no_contrast,Click on the small guitar,.loc4,.loc1,.loc3,.loc2,good,"['loc1', 'loc3', 'loc2']","[550, 2200, 3259]",pie_small.jpg,plant_big.jpg,plant_big.jpg,guitar_small.jpg,36,test36,test,233,modified,
10,condition1,hippo_big.jpg,contrast,Click on the big house,.loc4,.loc3,.loc1,.loc2,good,"['loc2', 'loc4', 'loc2']","[514, 1480, 2291]",candle_small.jpg,antelope_small.jpg,house_small.jpg,house_big.jpg,57,train17,train,234,modified,
10,condition1,plant_largeleaves.jpg,semantic_control,Click on the blackboard,.loc2,.loc3,.loc1,.loc4,good,"['loc2', 'loc4']","[605, 1555]",plant_smallleaves.jpg,blackboard_small.jpg,horseshoe_small.jpg,blackboard_big.jpg,243,filler123,filler,235,unmodified,
10,condition1,jacket_big.jpg,contrast_control,Click on the scissors,.loc1,.loc2,.loc3,.loc4,good,"['loc2', 'loc4']","[708, 1691]",jacket_small.jpg,scissors_small.jpg,toyoctopus_small.jpg,scissors_big.jpg,197,filler77,filler,236,unmodified,
10,condition1,pen_green.jpg,semantic_control,Click on the lollipops,.loc3,.loc4,.loc2,.loc1,good,"['loc4', 'loc1']","[715, 1609]",pen_black.jpg,lollipops_small.jpg,pitchfork_small.jpg,lollipops_big.jpg,275,filler155,filler,237,unmodified,
10,condition1,crown_big.jpg,contrast_control,Click on the desk,.loc4,.loc1,.loc3,.loc2,good,"['loc1', 'loc2']","[794, 1628]",crown_small.jpg,desk_small.jpg,bowlofoatmeal_small.jpg,desk_big.jpg,219,filler99,filler,238,unmodified,
10,condition1,pot_brass.jpg,semantic_control,Click on the glove,.loc1,.loc3,.loc2,.loc4,good,"['loc2', 'loc4']","[654, 2383]",pot_ceramic.jpg,glove_big.jpg,handcuffs_big.jpg,glove_small.jpg,280,filler160,filler,239,unmodified,
10,condition1,skateboard_stripes.jpg,semantic_control,Click on the parrot,.loc1,.loc4,.loc3,.loc2,good,"['loc4', 'loc2']","[575, 1477]",skateboard_checkers.jpg,parrot_big.jpg,babybottle_big.jpg,parrot_small.jpg,294,filler174,filler,240,unmodified,
10,condition1,panflute_big.jpg,contrast_control,Click on the caterpillar,.loc2,.loc4,.loc3,.loc1,good,"['loc2', 'loc1']","[740, 1712]",panflute_small.jpg,caterpillar_small.jpg,crane_small.jpg,caterpillar_big.jpg,229,filler109,filler,241,unmodified,
10,condition1,cannoli_big.jpg,contrast_control,Click on the graduationhat,.loc3,.loc2,.loc1,.loc4,good,"['loc1', 'loc4']","[1068, 2158]",cannoli_small.jpg,graduationhat_big.jpg,footstool_big.jpg,graduationhat_small.jpg,236,filler116,filler,242,unmodified,
10,condition1,measuringtape_black.jpg,semantic_control,Click on the lighthouse,.loc2,.loc1,.loc4,.loc3,good,"['loc4', 'loc3']","[514, 2724]",measuringtape_orange.jpg,lighthouse_big.jpg,batteries_big.jpg,lighthouse_small.jpg,254,filler134,filler,243,unmodified,
10,condition1,garlicpress_blue.jpg,semantic_control,Click on the sock,.loc4,.loc1,.loc3,.loc2,good,"['loc3', 'loc2']","[592, 1628]",garlicpress_red.jpg,sock_small.jpg,redbean_small.jpg,sock_big.jpg,279,filler159,filler,244,unmodified,
10,condition1,burger_big.jpg,contrast_control,Click on the teapot,.loc3,.loc4,.loc1,.loc2,good,"['loc2', 'loc2']","[660, 2692]",burger_small.jpg,teapot_big.jpg,funnel_big.jpg,teapot_small.jpg,184,filler64,filler,245,unmodified,
10,condition1,broom_big.jpg,no_contrast,Click on the bagel,.loc1,.loc4,.loc3,.loc2,good,"['loc2', 'loc2']","[444, 1394]",nutcracker_small.jpg,bagel_small.jpg,igloo_small.jpg,bagel_big.jpg,118,train78,train,246,unmodified,
10,condition1,kettle_silver.jpg,semantic_control,Click on the bowtie,.loc1,.loc2,.loc4,.loc3,good,"['loc2', 'loc3']","[498, 2016]",kettle_gold.jpg,bowtie_small.jpg,pomegranate_small.jpg,bowtie_big.jpg,277,filler157,filler,247,unmodified,
10,condition1,brusselsprout_big.jpg,semantic_contrast,Click on the tricolor pasta,.loc1,.loc4,.loc2,.loc3,good,"['loc3', 'loc3', 'loc3']","[615, 1525, 2055]",lemur_small.jpg,mortarandpestle.jpg,pasta_tortellini.jpg,pasta_tricolor.jpg,137,filler17,filler,248,modified,
10,condition1,victrola_big.jpg,contrast,Click on the small butterfly,.loc2,.loc4,.loc1,.loc3,good,"['loc3', 'loc3', 'loc3']","[536, 1821, 2266]",bed_small.jpg,parkingmeter_big.jpg,butterfly_big.jpg,butterfly_small.jpg,48,train8,train,249,modified,
10,condition1,ovenmit_big.jpg,no_contrast,Click on the avocado,.loc4,.loc3,.loc1,.loc2,good,"['loc3', 'loc2']","[589, 1453]",candleholder_small.jpg,avocado_big.jpg,seahorse_big.jpg,avocado_small.jpg,117,train77,train,250,unmodified,
10,condition1,evenbars_big.jpg,semantic_contrast,Click on the reading glasses,.loc1,.loc4,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[724, 1706, 2180]",kitchentimer_small.jpg,fishhook.jpg,glasses_sun.jpg,glasses_reading.jpg,133,filler13,filler,251,modified,
10,condition1,barrel_big.jpg,no_contrast,Click on the small key,.loc1,.loc2,.loc4,.loc3,good,"['loc2', 'loc2', 'loc3']","[685, 1370, 2631]",compass_small.jpg,ballerina_big.jpg,ballerina_big.jpg,key_small.jpg,27,test27,test,252,modified,
10,condition1,broccoli_big.jpg,contrast,Click on the small backpack,.loc1,.loc3,.loc4,.loc2,good,"['loc3', 'loc2', 'loc2']","[622, 2476, 2904]",shovel_small.jpg,backpack_big.jpg,backpack_big.jpg,backpack_small.jpg,6,test6,test,253,modified,
10,condition1,sandbox_big.jpg,semantic_contrast,Click on the lion doorknocker,.loc1,.loc4,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[877, 1609, 2069]",peppershaker_small.jpg,rug.jpg,doorknocker_dragon.jpg,doorknocker_lion.jpg,155,filler35,filler,254,modified,
10,condition1,pasta_ravioli.jpg,semantic_control,Click on the package,.loc3,.loc1,.loc4,.loc2,good,"['loc2', 'loc2']","[506, 1276]",pasta_spaghetti.jpg,package_big.jpg,bloodymary_big.jpg,package_small.jpg,296,filler176,filler,255,unmodified,
10,condition1,suitcase_big.jpg,no_contrast,Click on the small bike,.loc1,.loc2,.loc3,.loc4,good,"['loc2', 'loc4', 'loc4']","[661, 2257, 2701]",wavevase_small.jpg,dog_big.jpg,dog_big.jpg,bike_small.jpg,31,test31,test,256,modified,
10,condition1,batteries_big.jpg,semantic_contrast,Click on the round loafofbread,.loc2,.loc4,.loc3,.loc1,good,"['loc4', 'loc1', 'loc1']","[537, 1703, 2148]",kneehammer_small.jpg,flamingo.jpg,loafofbread_rectangular.jpg,loafofbread_round.jpg,134,filler14,filler,257,modified,
10,condition1,clog_big.jpg,no_contrast,Click on the chair,.loc3,.loc4,.loc1,.loc2,good,"['loc1', 'loc2']","[717, 1557]",motorcycle_small.jpg,chair_small.jpg,checkerboard_small.jpg,chair_big.jpg,84,train44,train,258,unmodified,
10,condition1,pineapple_big.jpg,contrast,Click on the small igloo,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc3', 'loc3']","[646, 2420, 2880]",snowflake_small.jpg,canon_big.jpg,igloo_big.jpg,igloo_small.jpg,78,train38,train,259,modified,
10,condition1,floppy_big.jpg,no_contrast,Click on the firehydrant,.loc3,.loc1,.loc2,.loc4,good,"['loc3', 'loc4']","[607, 1805]",chocolatebar_small.jpg,firehydrant_small.jpg,harp_small.jpg,firehydrant_big.jpg,94,train54,train,260,unmodified,
10,condition1,aabacus_four.jpg,semantic_control,Click on the castle,.loc3,.loc1,.loc4,.loc2,good,"['loc2', 'loc2']","[917, 2467]",aabacus_ten.jpg,castle_big.jpg,weddingcake_big.jpg,castle_small.jpg,246,filler126,filler,261,unmodified,
10,condition1,cheeseplate_big.jpg,semantic_contrast,Click on the yellow plate,.loc3,.loc2,.loc4,.loc1,good,"['loc2', 'loc1', 'loc1']","[1710, 2574, 3196]",kooshball_small.jpg,legoblocks.jpg,plate_blue.jpg,plate_yellow.jpg,179,filler59,filler,262,modified,
10,condition1,microwave_big.jpg,contrast,Click on the small bottle,.loc4,.loc1,.loc2,.loc3,good,"['loc1', 'loc3', 'loc3']","[5613, 6655, 7067]",paperclips_small.jpg,bottle_big.jpg,bottle_big.jpg,bottle_small.jpg,15,test15,test,263,modified,
10,condition1,puppy_big.jpg,contrast_control,Click on the bone,.loc3,.loc1,.loc2,.loc4,good,"['loc2', 'loc4']","[1946, 2888]",puppy_small.jpg,bone_small.jpg,pinkdice_small.jpg,bone_big.jpg,203,filler83,filler,264,unmodified,
10,condition1,africanmask_big.jpg,contrast,Click on the small wheel,.loc4,.loc3,.loc1,.loc2,good,"['loc4', 'loc2', 'loc2']","[763, 1464, 1891]",graduationhat_small.jpg,safetypin_big.jpg,wheel_big.jpg,wheel_small.jpg,56,train16,train,265,modified,
10,condition1,telescope_big.jpg,no_contrast,Click on the zebra,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2']","[576, 2274]",icecreambar_small.jpg,zebra_big.jpg,bat_big.jpg,zebra_small.jpg,109,train69,train,266,unmodified,
10,condition1,sushi_big.jpg,contrast_control,Click on the cone,.loc4,.loc3,.loc2,.loc1,good,"['loc2', 'loc1']","[1135, 4271]",sushi_small.jpg,cone_big.jpg,stroller_big.jpg,cone_small.jpg,208,filler88,filler,267,unmodified,
10,condition1,goose_big.jpg,contrast_control,Click on the muffin,.loc2,.loc4,.loc1,.loc3,good,"['loc1', 'loc3']","[609, 1558]",goose_small.jpg,muffin_small.jpg,palette_small.jpg,muffin_big.jpg,183,filler63,filler,268,unmodified,
10,condition1,groceries_big.jpg,contrast,Click on the small teabag,.loc2,.loc4,.loc1,.loc3,good,"['loc1', 'loc3', 'loc3']","[740, 1844, 2366]",lion_small.jpg,chipmunk_big.jpg,teabag_big.jpg,teabag_small.jpg,60,train20,train,269,modified,
10,condition1,fireextinguisher_big.jpg,contrast_control,Click on the fountain,.loc1,.loc4,.loc2,.loc3,good,"['loc3', 'loc4']","[653, 1767]",fireextinguisher_small.jpg,fountain_big.jpg,eiffeltower_big.jpg,fountain_small.jpg,234,filler114,filler,270,unmodified,
10,condition1,gun_big.jpg,contrast,Click on the big lifevest,.loc3,.loc2,.loc4,.loc1,good,"['loc4', 'loc1', 'loc1']","[668, 1729, 2202]",toolbox_small.jpg,hotairballoon_small.jpg,lifevest_small.jpg,lifevest_big.jpg,43,train3,train,271,modified,
10,condition1,dress_roses.jpg,semantic_control,Click on the asparagus,.loc4,.loc2,.loc3,.loc1,good,"['loc1', 'loc1']","[980, 2716]",dress_flowers.jpg,asparagus_small.jpg,thimble_small.jpg,asparagus_big.jpg,287,filler167,filler,272,unmodified,
10,condition1,helmet_big.jpg,contrast,Click on the big hat,.loc1,.loc4,.loc3,.loc2,good,"['loc1', 'loc2', 'loc2']","[617, 1362, 1838]",wreath_small.jpg,hat_small.jpg,hat_small.jpg,hat_big.jpg,5,test5,test,273,modified,
10,condition1,weddingcake_big.jpg,semantic_contrast,Click on the red bathingsuit,.loc3,.loc4,.loc2,.loc1,good,"['loc2', 'loc1', 'loc1']","[552, 1292, 1744]",jackolantern_small.jpg,chopsticks.jpg,bathingsuit_blue.jpg,bathingsuit_red.jpg,127,filler7,filler,274,modified,
10,condition1,glasses_tortoise.jpg,semantic_control,Click on the couch,.loc3,.loc2,.loc1,.loc4,good,"['loc1', 'loc4']","[692, 1688]",glasses_blue.jpg,couch_big.jpg,cheeseplate_big.jpg,couch_small.jpg,300,filler180,filler,275,unmodified,
10,condition1,tank_big.jpg,semantic_contrast,Click on the open book,.loc1,.loc2,.loc3,.loc4,good,"['loc4', 'loc4', 'loc4']","[615, 1509, 1931]",thermometer_small.jpg,groundhog.jpg,book_closed.jpg,book_open.jpg,145,filler25,filler,276,modified,
10,condition1,milkshake_big.jpg,no_contrast,Click on the big turtle,.loc2,.loc3,.loc1,.loc4,good,"['loc4', 'loc1', 'loc4']","[622, 1836, 3198]",baseballglove_small.jpg,cat_small.jpg,cat_small.jpg,turtle_big.jpg,32,test32,test,277,modified,
10,condition1,cork_big.jpg,no_contrast,Click on the small hammer,.loc2,.loc3,.loc4,.loc1,good,"['loc4', 'loc1', 'loc1']","[505, 3309, 4345]",yoyo_small.jpg,pickle_big.jpg,pickle_big.jpg,hammer_small.jpg,21,test21,test,278,modified,
10,condition1,piano_big.jpg,contrast,Click on the big ballerina,.loc3,.loc2,.loc1,.loc4,good,"['loc2', 'loc3', 'loc4']","[1206, 2802, 3672]",cables_small.jpg,ballerina_small.jpg,ballerina_small.jpg,ballerina_big.jpg,7,test7,test,279,modified,
10,condition1,cane_big.jpg,no_contrast,Click on the small onion,.loc1,.loc3,.loc4,.loc2,good,"['loc4', 'loc4', 'loc2']","[639, 1947, 2973]",alligator_small.jpg,hat_big.jpg,hat_big.jpg,onion_small.jpg,25,test25,test,280,modified,
10,condition1,dalmatian_big.jpg,no_contrast,Click on the paperclip,.loc1,.loc2,.loc4,.loc3,good,"['loc2', 'loc3']","[585, 1720]",blueberries_small.jpg,paperclip_small.jpg,airplane_small.jpg,paperclip_big.jpg,98,train58,train,281,unmodified,
10,condition1,bottleopener_big.jpg,semantic_contrast,Click on the blue bow,.loc3,.loc1,.loc4,.loc2,good,"['loc1', 'loc2', 'loc2']","[966, 1916, 2516]",toiletplunger_small.jpg,buffalowings.jpg,bow_pink.jpg,bow_blue.jpg,177,filler57,filler,282,modified,
10,condition1,dalmatian_big.jpg,contrast_control,Click on the dinosaur,.loc1,.loc2,.loc3,.loc4,good,"['loc2', 'loc4']","[778, 1860]",dalmatian_small.jpg,dinosaur_small.jpg,screwdriver_small.jpg,dinosaur_big.jpg,191,filler71,filler,283,unmodified,
10,condition1,babybottle_big.jpg,semantic_contrast,Click on the yellow watch,.loc4,.loc2,.loc3,.loc1,good,"['loc2', 'loc1', 'loc1']","[746, 1472, 2016]",snowshoes_small.jpg,staircase.jpg,watch_brown.jpg,watch_yellow.jpg,173,filler53,filler,284,modified,
10,condition1,rollingpin_big.jpg,contrast_control,Click on the tape,.loc3,.loc4,.loc2,.loc1,good,"['loc1', 'loc1']","[747, 2131]",rollingpin_small.jpg,tape_small.jpg,cookiecutter_small.jpg,tape_big.jpg,217,filler97,filler,285,unmodified,
10,condition1,sock_big.jpg,no_contrast,Click on the penguin,.loc4,.loc3,.loc1,.loc2,good,"['loc1', 'loc2']","[1962, 2858]",bush_small.jpg,penguin_big.jpg,target_big.jpg,penguin_small.jpg,99,train59,train,286,unmodified,
10,condition1,waterhose_big.jpg,semantic_contrast,Click on the gold bracelet,.loc2,.loc4,.loc3,.loc1,good,"['loc2', 'loc1', 'loc1']","[717, 2094, 2608]",hubble_small.jpg,carousel.jpg,bracelet_diamond.jpg,bracelet_gold.jpg,125,filler5,filler,287,modified,
10,condition1,pinacolada_big.jpg,semantic_contrast,Click on the spotted cow,.loc1,.loc3,.loc2,.loc4,good,"['loc1', 'loc4', 'loc4']","[910, 2032, 2562]",honeystick_small.jpg,buddha.jpg,cow_brown.jpg,cow_spotted.jpg,123,filler3,filler,288,modified,
10,condition1,blackspaceship_big.jpg,contrast,Click on the big plant,.loc1,.loc3,.loc4,.loc2,good,"['loc2', 'loc1', 'loc2']","[935, 1797, 2763]",bucket_small.jpg,plant_small.jpg,plant_small.jpg,plant_big.jpg,16,test16,test,289,modified,
10,condition1,wallsconce_speckled.jpg,semantic_control,Click on the raspberry,.loc3,.loc4,.loc2,.loc1,good,"['loc2', 'loc1']","[623, 1403]",wallsconce_tassles.jpg,raspberry_big.jpg,measuringtape_big.jpg,raspberry_small.jpg,290,filler170,filler,290,unmodified,
10,condition1,beaver_big.jpg,contrast_control,Click on the suitcase,.loc2,.loc3,.loc1,.loc4,good,"['loc1', 'loc4']","[744, 1664]",beaver_small.jpg,suitcase_small.jpg,candyapple_small.jpg,suitcase_big.jpg,211,filler91,filler,291,unmodified,
